ratio=8
angle=43
t,x,y,
12.849,0.333,-5.038E-2
12.883,0.333,-5.146E-2
12.916,0.331,-5.200E-2
12.950,0.331,-5.200E-2
12.983,0.331,-5.361E-2
13.017,0.331,-5.469E-2
13.050,0.330,-5.523E-2
13.084,0.329,-5.577E-2
13.118,0.328,-5.685E-2
13.151,0.328,-5.685E-2
13.185,0.328,-5.793E-2
13.218,0.326,-5.793E-2
13.252,0.326,-5.793E-2
13.285,0.325,-6.008E-2
13.319,0.326,-5.954E-2
13.352,0.325,-6.008E-2
13.386,0.324,-6.116E-2
13.419,0.324,-6.224E-2
13.453,0.322,-6.278E-2
13.487,0.322,-6.268E-2
13.520,0.321,-6.319E-2
13.554,0.320,-6.319E-2
13.587,0.319,-6.505E-2
13.621,0.318,-6.675E-2
13.654,0.318,-6.760E-2
13.688,0.317,-6.896E-2
13.721,0.315,-6.963E-2
13.755,0.315,-7.065E-2
13.788,0.313,-7.235E-2
13.822,0.311,-7.405E-2
13.856,0.311,-7.540E-2
13.889,0.309,-7.557E-2
13.923,0.308,-7.795E-2
13.956,0.307,-7.931E-2
13.990,0.304,-8.033E-2
14.023,0.302,-8.236E-2
14.057,0.301,-8.457E-2
14.090,0.300,-8.559E-2
14.124,0.299,-8.593E-2
14.158,0.297,-8.745E-2
14.191,0.295,-8.915E-2
14.225,0.293,-9.017E-2
14.258,0.291,-9.153E-2
14.292,0.290,-9.288E-2
14.325,0.287,-9.458E-2
14.359,0.284,-9.577E-2
14.392,0.283,-9.764E-2
14.426,0.280,-0.100
14.459,0.280,-0.100
14.493,0.277,-0.102
14.527,0.273,-0.107
14.560,0.272,-0.107
14.594,0.270,-0.110
14.627,0.268,-0.111
14.661,0.265,-0.113
14.694,0.263,-0.116
14.728,0.261,-0.119
14.761,0.258,-0.121
14.795,0.257,-0.124
14.828,0.255,-0.126
14.862,0.251,-0.129
14.896,0.247,-0.131
14.929,0.246,-0.133
14.963,0.243,-0.136
14.996,0.240,-0.138
15.030,0.236,-0.141
15.063,0.233,-0.144
15.097,0.230,-0.146
15.130,0.229,-0.147
15.164,0.225,-0.150
15.198,0.222,-0.153
15.231,0.218,-0.156
15.265,0.215,-0.160
15.298,0.212,-0.162
15.332,0.208,-0.166
15.365,0.204,-0.169
15.399,0.200,-0.173
15.432,0.196,-0.178
15.466,0.194,-0.180
15.499,0.192,-0.182
15.533,0.189,-0.184
15.567,0.184,-0.189
15.600,0.178,-0.193
15.634,0.174,-0.196
15.667,0.171,-0.200
15.701,0.167,-0.203
15.734,0.163,-0.207
15.768,0.160,-0.210
15.801,0.156,-0.213
15.835,0.152,-0.216
15.869,0.147,-0.219
15.902,0.144,-0.222
15.936,0.139,-0.228
15.969,0.136,-0.231
16.003,0.130,-0.236
16.036,0.125,-0.240
